,name,sex,age,is_adult,job,class_dept,is_passenger,joined,boat_body,ticketprice,survived
1231,"SHIHĀB, Mr Al-Amīr Fāris",Male,26.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.2250000000000005,False
1232,"SHILLABEER, Mr Charles Frederick",Male,19.0,True,Trimmer,Engineering Crew,False,Southampton,[195],0.0,False
2081,"SHINE, Miss Ellen",Female,20.0,True,unknown,3rd Class Passenger,True,Queenstown,unknown,7.829166666666667,True
1233,"SHORNEY, Mr Charles Joseph",Male,22.0,True,Valet,3rd Class Passenger,True,Southampton,unknown,8.05,False
2082,"SHULVER, Mr Christopher Arthur",Male,28.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,True
2083,"SHUTES, Miss Elizabeth Weed",Female,40.0,True,Governess,1st Class Passenger,True,Southampton,3,153.46249999999998,True
1234,"SIEBERT, Mr Sidney Conrad",Male,29.0,True,Bed Room Steward,Victualling Crew,False,Belfast,4,0.0,False
2084,"SILVERTHORNE, Mr Spencer Victor",Male,35.0,True,unknown,1st Class Passenger,True,Southampton,5,26.2875,True
2085,"SILVEY, Mrs Alice Gray",Female,39.0,True,unknown,1st Class Passenger,True,Cherbourg,11,55.9,True
1235,"SILVEY, Mr William Baird",Male,51.0,True,Businessman,1st Class Passenger,True,Cherbourg,unknown,55.9,False
2086,"SILVÉN, Miss Lyyli Karoliina",Female,17.0,False,unknown,2nd Class Passenger,True,Southampton,16,13.0,True
2087,"SIMMONS, Mr Andrew George James",Male,31.0,True,Scullion,Victualling Crew,False,Southampton,unknown,0.0,True
1238,"SIMMONS, Mr Frederick Charles",Male,24.0,True,Saloon Steward,Victualling Crew,False,Southampton,unknown,0.0,False
1237,"SIMMONS, Mr John",Male,40.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,8.05,False
1236,"SIMMONS, Mr William Simon C.",Male,37.0,True,Passage Cook,Victualling Crew,False,Southampton,unknown,0.0,False
2088,"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",Male,56.0,True,Banker,1st Class Passenger,True,Southampton,3,35.5,True
1239,"SIMPSON, Dr John Edward",Male,37.0,True,Assistant Surgeon,Deck Crew,False,Southampton,unknown,0.0,False
2089,"SINCOCK, Miss Maude",Female,20.0,True,unknown,2nd Class Passenger,True,Southampton,11,36.75,True
2090,"SINKKONEN, Miss Anna",Female,30.0,True,unknown,2nd Class Passenger,True,Southampton,10,13.0,True
1240,"SIRAYANIAN, Mr Orsen",Male,22.0,True,Farmer,3rd Class Passenger,True,Cherbourg,unknown,7.229166666666667,False
1241,"SIROTA, Mr Morris",Male,20.0,True,Tailor,3rd Class Passenger,True,Southampton,unknown,8.05,False
1242,"SIVIC, Mr Husein",Male,40.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
1243,"SIVIER, Mr William",Male,23.0,True,Steward (3rd Class),Victualling Crew,False,Southampton,unknown,0.0,False
1244,"SIVOLA, Mr Antti Wilhelm",Male,21.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.925000000000001,False
2091,"SJÖBLOM, Miss Anna Sofia",Female,18.0,True,unknown,3rd Class Passenger,True,Southampton,16,6.495833333333334,True
1245,"SJÖSTEDT, Mr Ernst Adolf",Male,59.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,13.5,False
1246,"SKEATES, Mr William",Male,23.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
1247,"SKINNER, Mr Edward",Male,41.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,unknown,0.0,False
1253,"SKOOG, Master Harald",Male,5.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,27.9,False
1251,"SKOOG, Master Karl Thorsten",Male,11.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,27.9,False
1250,"SKOOG, Miss Mabel",Female,9.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,27.9,False
1252,"SKOOG, Miss Margit Elizabeth",Female,2.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,27.9,False
1249,"SKOOG, Mrs Anna Bernhardina",Female,43.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,27.9,False
1248,"SKOOG, Mr Wilhelm Johansson",Male,40.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,27.9,False
1254,"SLABENOFF, Mr Petco",Male,42.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
2092,"SLAYTER, Miss Hilda Mary",Female,30.0,True,unknown,2nd Class Passenger,True,Queenstown,13,12.35,True
1255,"SLEMEN, Mr Richard James",Male,35.0,True,Journeyman carpenter,2nd Class Passenger,True,Southampton,unknown,10.5,False
1256,"SLIGHT, Mr Harry John",Male,33.0,True,3rd Class Steward,Victualling Crew,False,Southampton,unknown,0.0,False
1257,"SLIGHT, Mr William Henry James",Male,36.0,True,Larder Cook,Victualling Crew,False,Belfast,unknown,0.0,False
2093,"SLOAN, Miss Mary Jane",Female,45.0,True,Stewardess,Victualling Crew,False,Southampton,unknown,0.0,True
1258,"SLOAN, Mr Peter",Male,31.0,True,Chief Electrician,Engineering Crew,False,Belfast,unknown,0.0,False
2094,"SLOCOMBE, Mrs Maude Louise",Female,30.0,True,Turkish Bath Stewardess,Victualling Crew,False,Southampton,unknown,0.0,True
1259,"SLOCOVSKI, Mr Selman Francis",Male,20.0,True,Merchant,3rd Class Passenger,True,Southampton,unknown,8.05,False
2095,"SLOPER, Mr William Thompson",Male,28.0,True,Stockbroker,1st Class Passenger,True,Southampton,7,35.5,True
1260,"SMALL, Mr William McMillan",Male,42.0,True,Leading Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
1261,"SMART, Mr John Montgomery",Male,56.0,True,unknown,1st Class Passenger,True,Southampton,unknown,26.55,False
1262,"SMILJANIĆ, Mr Mile",Male,37.0,True,Farm Labourer,3rd Class Passenger,True,Southampton,unknown,8.6625,False
1263,"SMILLIE, Mr John Downing",Male,28.0,True,Saloon Steward,Victualling Crew,False,Belfast,[91],0.0,False
1266,"SMITH, Captain Edward John",Male,62.0,True,Master,Deck Crew,False,Southampton,unknown,0.0,False
2096,"SMITH, Miss Kate Elizabeth",Female,44.0,True,Stewardess,Victualling Crew,False,Southampton,unknown,0.0,True
2097,"SMITH, Miss Marion",Female,49.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,13.0,True
2098,"SMITH, Mrs Mary Eloise",Female,18.0,True,unknown,1st Class Passenger,True,Cherbourg,6,60.0,True
1270,"SMITH, Mr Charles Edwin",Male,39.0,True,2nd Class Bedroom Steward,Victualling Crew,False,Southampton,[329],0.0,False
1265,"SMITH, Mr Charles Henry James",Male,38.0,True,Kitchen Porter,Victualling Crew,False,Southampton,unknown,0.0,False
1268,"SMITH, Mr Ernest George",Male,27.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
1274,"SMITH, Mr James Clinch",Male,56.0,True,Military,1st Class Passenger,True,Cherbourg,unknown,30.695833333333333,False
1273,"SMITH, Mr James Muil",Male,39.0,True,Junior 4th. Engineer,Engineering Crew,False,Belfast,unknown,0.0,False
1267,"SMITH, Mr James William",Male,24.0,True,Assistant baker,Victualling Crew,False,Southampton,unknown,0.0,False
1272,"SMITH, Mr John Richard Jago",Male,35.0,True,Postal Clerk / Postman,Victualling Crew,False,Southampton,unknown,0.0,False
1269,"SMITH, Mr Lucian Philip",Male,24.0,True,unknown,1st Class Passenger,True,Cherbourg,unknown,60.0,False
1271,"SMITH, Mr Reginald George",Male,33.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
1264,"SMITH, Mr Richard William",Male,57.0,True,unknown,1st Class Passenger,True,Southampton,unknown,26.0,False
1275,"SMITH, Mr William",Male,26.0,True,Seaman,Deck Crew,False,Southampton,unknown,0.0,False
1276,"SMITHER, Mr Harry James",Male,22.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
2099,"SMYTH, Miss Julia",Female,18.0,True,unknown,3rd Class Passenger,True,Queenstown,13,7.733333333333333,True
1277,"SMYTH, Mr Thomas",Male,26.0,True,unknown,3rd Class Passenger,True,Queenstown,unknown,7.75,False
1278,"SNAPE, Mrs Lucy Violet",Female,22.0,True,Stewardess,Victualling Crew,False,Southampton,unknown,0.0,False
1279,"SNELLGROVE, Mr George",Male,41.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
1280,"SNOOK, Mr William Henry",Male,25.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
2100,"SNOW, Mr Eustace Philip",Male,21.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,True
2102,"SNYDER, Mrs Nelle",Female,23.0,True,unknown,1st Class Passenger,True,Southampton,7,82.26666666666667,True
2101,"SNYDER, Mr John Pillsbury",Male,24.0,True,unknown,1st Class Passenger,True,Southampton,7,82.26666666666667,True
1281,"SOBEY, Mr Samuel James Hayden",Male,25.0,True,Quarryman,2nd Class Passenger,True,Southampton,unknown,13.0,False
1282,"SOMERTON, Mr Francis William",Male,31.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,8.05,False
2103,"SPARKMAN, Mr Henry William",Male,36.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,True
1283,"SPECTOR, Mr Woolf",Male,23.0,True,Cabinet Maker,3rd Class Passenger,True,Southampton,unknown,8.05,False
2104,"SPEDDEN, Master Robert Douglas",Male,6.0,False,unknown,1st Class Passenger,True,Cherbourg,3,134.5,True
2106,"SPEDDEN, Mrs Margaretta Corning",Female,39.0,True,unknown,1st Class Passenger,True,Cherbourg,3,134.5,True
2105,"SPEDDEN, Mr Frederic Oakley",Male,45.0,True,unknown,1st Class Passenger,True,Cherbourg,3,134.5,True
2107,"SPENCER, Mrs Marie Eugenie",Female,48.0,True,unknown,1st Class Passenger,True,Cherbourg,6,146.52083333333334,True
1284,"SPENCER, Mr William Augustus",Male,57.0,True,unknown,1st Class Passenger,True,Cherbourg,unknown,146.52083333333334,False
1285,"SPINNER, Mr Henry John",Male,31.0,True,Glove Cutter,3rd Class Passenger,True,Southampton,unknown,8.05,False
1286,"STAGG, Mr John Henry",Male,38.0,True,Saloon Steward,Victualling Crew,False,Southampton,unknown,0.0,False
1287,"STANBROOK, MrAugustus George",Male,31.0,True,Fireman,Engineering Crew,False,Southampton,[316],0.0,False
1288,"STANEFF, Mr Ivan",Male,23.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
1289,"STANKOVIĆ, Mr Ivan",Male,33.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,unknown,8.6875,False
2108,"STANLEY, Miss Amy Zillah Elsie",Female,24.0,True,Servant,3rd Class Passenger,True,Southampton,C,7.55,True
1290,"STANLEY, Mr Rowland Edwin",Male,22.0,True,Porter,3rd Class Passenger,True,Southampton,unknown,8.05,False
1291,"STANTON, Mr Samuel Ward",Male,42.0,True,Artist,2nd Class Passenger,True,Cherbourg,unknown,15.045833333333333,False
2109,"STAP, Miss Sarah Agnes",Female,47.0,True,Stewardess,Victualling Crew,False,Southampton,11,0.0,True
1292,"STEAD, Mr William Thomas",Male,62.0,True,Journalist,1st Class Passenger,True,Southampton,unknown,26.55,False
1293,"STEBBINGS, Mr Sydney Frederick",Male,36.0,True,Chief Boots Steward (1st Class),Victualling Crew,False,Belfast,unknown,0.0,False
1294,"STEEL, Mr Robert Edward",Male,30.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
2111,"STENGEL, Mrs Annie May",Female,43.0,True,unknown,1st Class Passenger,True,Cherbourg,5,55.44166666666666,True
2110,"STENGEL, Mr Charles Emil Henry",Male,54.0,True,Businessman,1st Class Passenger,True,Cherbourg,1,55.44166666666666,True
2112,"STEPHENSON, Mrs Martha",Female,52.0,True,unknown,1st Class Passenger,True,Cherbourg,4,78.26666666666667,True
1295,"STEWART, Mr Albert Ankeny",Male,64.0,True,Businessman,1st Class Passenger,True,Cherbourg,unknown,27.72083333333333,False
2113,"STEWART, Mr John",Male,28.0,True,Verandah Steward,Victualling Crew,False,Belfast,15,0.0,True
1296,"STOCKER, Mr Henry Dorey",Male,20.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
1297,"STOKES, Mr Philip Joseph",Male,24.0,True,Bricklayer,2nd Class Passenger,True,Southampton,[81],10.5,False
2114,"STONE, Mrs Martha Evelyn",Female,61.0,True,unknown,1st Class Passenger,True,Southampton,6,80.0,True
1299,"STONE, Mr Edmund",Male,33.0,True,1st Class Bedroom Steward,Victualling Crew,False,Southampton,[41],0.0,False
1298,"STONE, Mr Edward Thomas",Male,29.0,True,Bedroom Steward (2nd class),Victualling Crew,False,Southampton,[243],0.0,False
1300,"STOREY, Mr Thomas",Male,59.0,True,Seaman,3rd Class Passenger,True,Southampton,[261],0.0,False
1301,"STOYTCHEFF, Mr Ilia",Male,19.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
1302,"STRANDBERG, Miss Ida Sofia",Female,22.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,9.8375,False
2115,"STRANDÉN, Mr Juho Niilosson",Male,30.0,True,unknown,3rd Class Passenger,True,Southampton,15,7.925000000000001,True
1303,"STRAUS, Mrs Rosalie Ida",Female,63.0,True,unknown,1st Class Passenger,True,Southampton,unknown,221.77916666666667,False
1304,"STRAUS, Mr Isidor",Male,67.0,True,Businessman,1st Class Passenger,True,Southampton,[96],221.77916666666667,False
2116,"STREET, Mr Thomas Albert",Male,25.0,True,Fireman,Engineering Crew,False,Southampton,9,0.0,True
1305,"STRILIĆ, Mr Ivan",Male,26.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,8.6625,False
1308,"STROUD, Mr Edward Alfred Orlando",Male,19.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,unknown,0.0,False
1309,"STROUD, Mr Harry John",Male,35.0,True,Saloon Steward,Victualling Crew,False,Southampton,unknown,0.0,False
1310,"STRUGNELL, Mr John Herbert",Male,34.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,unknown,0.0,False
1306,"STRÖM, Miss Telma Matilda",Female,2.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,10.462499999999999,False
1307,"STRÖM, Mrs Elna Matilda",Female,29.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,10.462499999999999,False
1311,"STUBBINGS, Mr Harry Robert",Male,31.0,True,2nd. Class Cook,Victualling Crew,False,Belfast,unknown,0.0,False
1312,"STUBBS, Mr James Henry",Male,28.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
2117,"STÄHELIN-MAEGLIN, Dr Max",Male,32.0,True,Lawyer,1st Class Passenger,True,Southampton,3,30.5,True
2118,"SUNDERLAND, Mr Victor Francis",Male,20.0,True,Farmer,3rd Class Passenger,True,Southampton,B,8.05,True
2119,"SUNDMAN, Mr Johan Julian",Male,45.0,True,unknown,3rd Class Passenger,True,Southampton,15,7.925000000000001,True
1313,"SUTEHALL, Mr Henry",Male,25.0,True,Coach Trimmer,3rd Class Passenger,True,Southampton,unknown,7.05,False
1314,"SUTTON, Mr Frederick",Male,61.0,True,Property Developer / Real Estate,1st Class Passenger,True,Southampton,[46],32.32083333333333,False
1315,"SVENSSON, Mr Johan",Male,74.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,7.775,False
2120,"SVENSSON, Mr Johan Cervin",Male,14.0,False,unknown,3rd Class Passenger,True,Southampton,13,9.225,True
1316,"SVENSSON, Mr Olof",Male,24.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,7.795833333333333,False
1317,"SWAN, Mr William",Male,48.0,True,1st Class Bedroom Steward,Victualling Crew,False,Belfast,unknown,0.0,False
1318,"SWANE, Mr George",Male,19.0,True,Chauffeur,2nd Class Passenger,True,Southampton,[294],13.0,False
1319,"SWEET, Mr George Frederick",Male,14.0,False,Farm Labourer,2nd Class Passenger,True,Southampton,unknown,65.0,False
2121,"SWIFT, Mrs Margaret Welles",Female,46.0,True,unknown,1st Class Passenger,True,Southampton,8,25.929166666666664,True
1320,"SYMONDS, Mr John Crane",Male,44.0,True,Saloon Steward,Victualling Crew,False,Belfast,unknown,0.0,False
2122,"SYMONS, Mr George Thomas Macdonald",Male,24.0,True,Lookout,Deck Crew,False,Southampton,1,0.0,True
2123,"SÄGESSER, Mlle Emma",Female,24.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,9,69.3,True
1321,"SÆTHER, Mr Simon Sivertsen",Male,43.0,True,Miner,3rd Class Passenger,True,Southampton,[32],7.25,False
1322,"SØHOLT, Mr Peter Andreas Lauritz Andersen",Male,19.0,True,Carpenter / Joiner,3rd Class Passenger,True,Southampton,unknown,7.65,False
1323,"TALBOT, Mr George Frederick Charles",Male,20.0,True,Steward,Victualling Crew,False,Southampton,[150],0.0,False
1324,"TAMLYN, Mr Frederick",Male,23.0,True,Mess Steward (Deck Dept.),Deck Crew,False,Southampton,[123],0.0,False
2124,"TANNŪS, Master As'ad",Male,0.42,False,unknown,3rd Class Passenger,True,Cherbourg,16,8.516666666666667,True
2125,"TANNŪS, Mrs Thamīn",Female,16.0,False,unknown,3rd Class Passenger,True,Cherbourg,14,8.516666666666667,True
1326,"TANNŪS, Mr Bashīr",Male,30.0,True,Dealer,3rd Class Passenger,True,Cherbourg,unknown,6.4375,False
2126,"TAUSSIG, Miss Ruth",Female,18.0,True,unknown,1st Class Passenger,True,Southampton,8,79.65,True
2127,"TAUSSIG, Mrs Tillie",Female,39.0,True,unknown,1st Class Passenger,True,Southampton,8,79.65,True
1328,"TAUSSIG, Mr Emil",Male,54.0,True,Manufacturer,1st Class Passenger,True,Southampton,unknown,79.65,False
2131,"TAYLOR, Mrs Juliet Cummins",Female,49.0,True,unknown,1st Class Passenger,True,Southampton,5,52.0,True
1335,"TAYLOR, Mr Bernard Cuthbert",Male,22.0,True,3rd Class Steward,Victualling Crew,False,Southampton,unknown,0.0,False
1334,"TAYLOR, Mr Charles William Frederick",Male,40.0,True,Able-bodied Seaman,Deck Crew,False,Southampton,unknown,0.0,False
2128,"TAYLOR, Mr Elmer Zebley",Male,48.0,True,Manufacturer,1st Class Passenger,True,Southampton,5,52.0,True
2129,"TAYLOR, Mr George",Male,23.0,True,Fireman,Engineering Crew,False,Southampton,1,0.0,True
1333,"TAYLOR, Mr J.",Male,42.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
1329,"TAYLOR, Mr John Henry",Male,49.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
1330,"TAYLOR, Mr Leonard",Male,19.0,True,Turkish Bath Attendant,Victualling Crew,False,Southampton,unknown,0.0,False
1331,"TAYLOR, Mr Percy Cornelius",Male,40.0,True,Musician,2nd Class Passenger,True,Southampton,unknown,0.0,False
2130,"TAYLOR, Mr William Henry",Male,28.0,True,Fireman,Engineering Crew,False,Southampton,15,0.0,True
1332,"TAYLOR, Mr William John",Male,31.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
2132,"TENGLIN, Mr Gunnar Isidor",Male,25.0,True,unknown,3rd Class Passenger,True,Southampton,13,7.795833333333333,True
1336,"TERRELL, Mr Bertram",Male,19.0,True,Seaman,Deck Crew,False,Southampton,unknown,0.0,False
2133,"TERRILL, Mr Frank",Male,27.0,True,Assistant Saloon Steward,Victualling Crew,False,Southampton,11,0.0,True
1337,"TESTONI, Sig. Ercole",Male,23.0,True,Assistant Glass Man,Restaurant Staff,False,Southampton,unknown,0.0,False
1338,"TEUTON, Mr Thomas Moore",Male,35.0,True,Saloon Steward,Victualling Crew,False,Southampton,[226],0.0,False
1339,"THALER, Mr Montague Donald",Male,17.0,False,Steward (3rd Class),Victualling Crew,False,Southampton,unknown,0.0,False
2135,"THAYER, Mrs Marian Longstreth",Female,39.0,True,unknown,1st Class Passenger,True,Cherbourg,4,110.88333333333333,True
2134,"THAYER, Mr John Borland",Male,17.0,False,Scholar,1st Class Passenger,True,Cherbourg,B,110.88333333333333,True
1340,"THAYER, Mr John Borland",Male,49.0,True,Businessman,1st Class Passenger,True,Cherbourg,unknown,110.88333333333333,False
2136,"THEISSINGER, Mr Alfred",Male,46.0,True,Bed Room Steward,Victualling Crew,False,Southampton,unknown,0.0,True
1341,"THEOBALD, Mr Thomas Leonard",Male,34.0,True,Groom,3rd Class Passenger,True,Southampton,[176],8.05,False
2137,"THOMAS, Mr Albert Charles",Male,23.0,True,Saloon Steward,Victualling Crew,False,Southampton,15,0.0,True
2138,"THOMAS, Mr Benjamin James",Male,30.0,True,Saloon Steward,Victualling Crew,False,Belfast,15,0.0,True
1342,"THOMAS, Mr Joseph Wakefield",Male,23.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
1344,"THOMPSON, MrAlexander Mellis",Male,36.0,True,Mason,3rd Class Passenger,True,Southampton,unknown,8.05,False
1343,"THOMPSON, Mr Herbert Henry",Male,25.0,True,2nd (Assistant) Storekeeper,Victualling Crew,False,Belfast,unknown,0.0,False
2139,"THOMPSON, Mr John William",Male,36.0,True,Fireman,Engineering Crew,False,Southampton,A,0.0,True
1345,"THORLEY, Mr William Gordon",Male,41.0,True,Cook,Victualling Crew,False,Southampton,unknown,0.0,False
1346,"THORN, Mr Harry",Male,25.0,True,Assistant Ship's Cook,Victualling Crew,False,Southampton,unknown,0.0,False
2140,"THORNE, Miss Gertrude Maybelle",Female,37.0,True,unknown,1st Class Passenger,True,Cherbourg,D,80.01666666666667,True
1347,"THORNEYCROFT, MrPercival",Male,36.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,16.1,False
2141,"THORNEYCROFT, Mrs Florence Kate",Female,32.0,True,unknown,3rd Class Passenger,True,Southampton,10,16.1,True
2142,"THRELFALL, Mr Thomas",Male,44.0,True,Leading Fireman,Engineering Crew,False,Southampton,unknown,0.0,True
2143,"THRESHER, Mr George Terrill",Male,25.0,True,Fireman,Engineering Crew,False,Southampton,9,0.0,True
1348,"TIETZ, Sig. Carlo/Karl",Male,27.0,True,Kitchen Porter,Restaurant Staff,False,Southampton,unknown,0.0,False
1349,"TIKKANEN, Mr Juho",Male,32.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.925000000000001,False
1350,"TIZARD, Mr Arthur Leopold",Male,31.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
1351,"TOBIN, Mr Roger",Male,20.0,True,Farmer,3rd Class Passenger,True,Queenstown,unknown,7.75,False
1352,"TODOROFF, Mr Lalio",Male,23.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
1353,"TOMLIN, Mr Ernest Portage",Male,22.0,True,Scholar,3rd Class Passenger,True,Southampton,[50],8.05,False
2144,"TOMS, Mr Fred",Male,29.0,True,Saloon Steward,Victualling Crew,False,Belfast,15,0.0,True
2145,"TOOMEY, Miss Ellen Mary",Female,50.0,True,Servant,2nd Class Passenger,True,Southampton,9,10.5,True
1354,"TOPP, Mr Thomas",Male,28.0,True,2nd Butcher,Victualling Crew,False,Southampton,unknown,0.0,False
1356,"TORFA, Mr Assad",Male,20.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.229166666666667,False
1357,"TOSHACK, Mr James Adamson",Male,30.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
1358,"TOTEVSKI, Mr Hristo Danchev",Male,25.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
1359,"TOZER, Mr James",Male,32.0,True,Greaser,Engineering Crew,False,Southampton,unknown,0.0,False
2146,"TRIGGS, Mr Robert",Male,41.0,True,Fireman,Engineering Crew,False,Southampton,3,0.0,True
1360,"TROUPIANSKY, Mr Moses Aaron",Male,23.0,True,Shop Assistant,2nd Class Passenger,True,Southampton,unknown,13.0,False
2147,"TROUT, Mrs Jessie Laird",Female,27.0,True,unknown,2nd Class Passenger,True,Southampton,9,12.65,True
2148,"TROUTT, Miss Edwina Celia",Female,27.0,True,unknown,2nd Class Passenger,True,Southampton,16,10.5,True
1361,"TU'MAH AL-SAYQALĪ, MrAssāf Jirjis",Male,29.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.2250000000000005,False
2149,"TU'MAH, Master Jirjis Yūsuf",Male,8.0,False,unknown,3rd Class Passenger,True,Cherbourg,C,15.245833333333332,True
2150,"TU'MAH, Miss Mariyam",Female,9.0,False,unknown,3rd Class Passenger,True,Cherbourg,C,15.245833333333332,True
2151,"TU'MAH, Mrs Hinnah",Female,27.0,True,unknown,3rd Class Passenger,True,Cherbourg,C,15.245833333333332,True
2152,"TUCKER, Mr Gilbert Milligan jr",Male,31.0,True,unknown,1st Class Passenger,True,Cherbourg,7,28.5375,True
2153,"TURJA, Miss Anna Sofia",Female,18.0,True,unknown,3rd Class Passenger,True,Southampton,15,9.841666666666667,True
2154,"TURKULA, Mrs Hedwig",Female,64.0,True,unknown,3rd Class Passenger,True,Southampton,15,9.5875,True
1363,"TURLEY, Mr Richard",Male,37.0,True,Fireman,Engineering Crew,False,Belfast,unknown,0.0,False
1365,"TURNER, Mr George Frederick",Male,42.0,True,Stenographer,Victualling Crew,False,Southampton,unknown,0.0,False
1364,"TURNER, Mr Leopold Olerenshaw",Male,28.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[23],0.0,False
1366,"TURPIN, Mrs Dorothy Ann",Female,26.0,True,Housewife,2nd Class Passenger,True,Southampton,unknown,21.0,False
1367,"TURPIN, Mr William John",Male,29.0,True,Carpenter / Joiner,2nd Class Passenger,True,Southampton,unknown,21.0,False
1368,"TURVEY, Mr Charles Thomas",Male,17.0,False,Page Boy,Restaurant Staff,False,Southampton,unknown,0.0,False
1362,"TURČIN, Mr Stjepan",Male,36.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
1355,"TÖRBER, Mr Ernst Wilhelm",Male,41.0,True,Florist,3rd Class Passenger,True,Southampton,unknown,8.05,False
2155,"TÖRNQVIST, Mr Johan Vilhelm Henrik",Male,26.0,True,Seaman,3rd Class Passenger,True,Southampton,unknown,0.0,True
1369,"URBINI, Sig. Roberto",Male,20.0,True,Waiter,Restaurant Staff,False,Southampton,unknown,0.0,False
1370,"URUCHURTU, Don.Manuel Ramirez",Male,39.0,True,Lawyer,1st Class Passenger,True,Cherbourg,unknown,27.72083333333333,False
1371,"VALVASSORI, Sig. Ettore Luigi",Male,35.0,True,Waiter,Restaurant Staff,False,Southampton,unknown,0.0,False
1372,"VAN BILLIARD, MasterJames William",Male,10.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,14.5,False
1373,"VAN BILLIARD, MasterWalter John",Male,9.0,False,unknown,3rd Class Passenger,True,Southampton,[1],14.5,False
1374,"VAN BILLIARD, Mr Austin Blyler",Male,35.0,True,unknown,3rd Class Passenger,True,Southampton,[255],14.5,False
1375,"VAN DE VELDE, MrJohannes Josef",Male,35.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,9.5,False
1376,"VAN DEN STEEN, Mr Leo Peter",Male,28.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,9.5,False
1377,"VAN DER BRUGGE, MrWessel Adrianus",Male,38.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
1378,"VAN DER HOEF, MrWyckoff",Male,61.0,True,Businessman,1st Class Passenger,True,Belfast,[245],33.5,False
1381,"VAN IMPE, Miss Catharina",Female,10.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,24.15,False
1380,"VAN IMPE, Mrs Rosalie Paula",Female,30.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,24.15,False
1379,"VAN IMPE, Mr Jean Baptiste",Male,36.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,24.15,False
